SESSION,COLLEGE,COURSE,"STUDENT ID",NAME,"YEAR LEVEL",SEMESTER,CODE,"SUBJECT NAME","SUBJECT TYPE",UNITS,SECTION,"TEACHER 1","SECTION 2","TEACHER 2",MODALITY,"ENLISTMENT MODE","ADMISSION TYPE",GENDER,P1,P2,P3,GRADE,REMARKS
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1","ART 002","Art Appreciation",minor,3,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1","GEN 003","Science, Technology, and Society",minor,3,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1",GEN004,"Readings in Philippine History",minor,3,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,88,90,91,1.75,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1","GEN 005","The Contemporary World",minor,3,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,89,91,92,1.50,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1","CHE 022","General Chemistry",core,3,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1","CRI 061","Intro to Philippine Criminal Justice System",core,3,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1","PED 035","PATHFit 2: Exercise-based Fitness Activities for Criminology",minor,2,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,88,90,91,1.75,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0901,"NAVARRO, MICAH FLORES",Y1S2,"YEAR 1","NST 005","Military Science 2/Civic Welfare Training Service 2",minor,3,COC-FAB-BSCRIM1-02,"JUAN FACULTY",COC-FAB-BSCRIM1-02,"MARIA FACULTY",FLEX,Regular,Regular,Female,89,91,92,1.50,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1","ART 002","Art Appreciation",minor,3,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,82,84,85,2.25,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1","GEN 003","Science, Technology, and Society",minor,3,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,83,85,86,2.00,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1",GEN004,"Readings in Philippine History",minor,3,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,84,86,87,2.00,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1","GEN 005","The Contemporary World",minor,3,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,85,87,88,2.00,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1","CHE 022","General Chemistry",core,3,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,82,84,85,2.25,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1","CRI 061","Intro to Philippine Criminal Justice System",core,3,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,83,85,86,2.00,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1","PED 035","PATHFit 2: Exercise-based Fitness Activities for Criminology",minor,2,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,84,86,87,2.00,Passed
"SY 25-26 SEM II","College of Criminal Justice Education","Bachelor of Science in Criminology",'25-0902,"TORRES, ANDREI SANTIAGO",Y1S2,"YEAR 1","NST 005","Military Science 2/Civic Welfare Training Service 2",minor,3,COC-FAB-BSCRIM1-02,"PEDRO FACULTY",COC-FAB-BSCRIM1-02,"ANA FACULTY",FLEX,Regular,Regular,Male,85,87,88,2.00,Passed
