SESSION,COLLEGE,COURSE,"STUDENT ID",NAME,"YEAR LEVEL",SEMESTER,CODE,"SUBJECT NAME","SUBJECT TYPE",UNITS,SECTION,"TEACHER 1","SECTION 2","TEACHER 2",MODALITY,"ENLISTMENT MODE","ADMISSION TYPE",GENDER,P1,P2,P3,GRADE,REMARKS
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","GEN 002","UNDERSTAND THE SELF",minor,3,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","GEN 003","Science, Technology, and Society",minor,3,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","MAT 152","Mathematics in the Modern World",minor,3,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,88,90,91,1.75,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1",HIS007,"Life and Works of Rizal",minor,3,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,89,91,92,1.50,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","MAT 171","Calculus 1 for Engineers",minor,4,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","MEE 095","Mechanical Engineering Orientation",core,1,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","CHE 025","Chemistry for Engineers",core,4,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,88,90,91,1.75,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","PED 025","Movement Enhancement",minor,2,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,89,91,92,1.50,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","NST 021","National Service Training Program 1",minor,3,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1701,"SANTOS, LARA MENDOZA",Y1S1,"YEAR 1","PED 030","Physical Activities Towards Health and Fitness(PATHFit1) Movement Competency Training",minor,2,COC-FAB-BSME1-01,"JUAN FACULTY",COC-FAB-BSME1-01,"MARIA FACULTY",FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
